src	tgt	voc	tok	model	bleu	low_conf_bleu	high_conf_bleu	chrf	low_conf_chrf	high_conf_chrf	chrf++	low_conf_chrf++	high_conf_chrf++	comet	low_conf_comet	high_conf_comet	norm_comet	enc_layers	dec_layers	embs	ffw	params	xPIES	PIES	REVx	REV	efficiency_score	enc/dec ratio	embs/ffw ratio	size_tag	layer sum	layer diff	embs/num_layers	embs/enc	embs/dec	lines	toks	toks/line	ffw/enc	ffw/dec
eng_wiki	ita_wiki	4000	bpe.nof	4_2_1024_256_2	12.72663397	12.6794926	12.77377533	44.67468551	44.62001568	44.72935535	41.36174872	41.30774691	41.41575054	0.5874421089	0.586600316	0.5882839019	58.75104219	4	2	1024	256	44961280	4.423745115	1.006415143	0.2072553231	0.2083902547	-0.0512595316	2.000	4.000	base	6	2	170.667	256.000	512.000	50000	1723391	34.46782	64.000	128.000
eng_wiki	ita_wiki	4000	bpe.nof	8_8_512_1024_2	13.97129753	13.91870532	14.02388975	45.77261127	45.71507012	45.83015243	42.47978584	42.42319937	42.53637232	0.6195237857	0.6186157902	0.6204317811	61.93186146	8	8	512	1024	46153728	4.351673934	1.008326305	0.2119463512	0.2079952758	0.1741710844	1.000	0.500	base	16	0	32.000	64.000	64.000	50000	1723391	34.46782	128.000	128.000
eng_wiki	ita_wiki	4000	bpe.nof	12_16_256_2048_2	11.26940926	11.22301099	11.31580754	42.02324786	41.96489794	42.08159778	38.68311652	38.62655198	38.73968107	0.5411269357	0.540224773	0.5420290984	54.10578295	12	16	256	2048	43088896	4.643227846	1.025358538	0.1913529733	0.2045402658	-0.6331876776	0.750	0.125	base	28	-4	9.143	21.333	16.000	50000	1723391	34.46782	170.667	128.000
eng_wiki	ita_wiki	4000	bpe.nof	4_16_512_256_2	13.57569175	13.52214678	13.62923673	45.21368643	45.15527174	45.27210112	41.93484222	41.87816026	41.99152418	0.6158848953	0.6150423475	0.6167274432	61.54371431	4	16	512	256	47234048	4.436154182	1.044684734	0.202071945	0.2007563632	0.05871031184	0.250	2.000	base	20	-12	25.600	128.000	32.000	50000	1723391	34.46782	64.000	16.000
eng	mni	4000	bpe.nof	4_16_512_256_2	20.19772261	20.04174654	20.35369867	47.73413283	47.60082247	47.86744319	43.91961918	43.78192084	44.05731752	0.7071855849	0.7066129011	0.7077582688	70.69354941	4	16	512	256	47234048	4.201917417	0.9895235379	0.2294961846	0.2139459371	0.6450947249	0.250	2.000	base	20	-12	25.600	128.000	32.000	21688	715548	32.99280708	64.000	16.000
eng	mni	4000	bpe.nof	24_2_512_256_2	15.60551188	15.46085857	15.7501652	40.46567764	40.33001541	40.60133988	36.97581979	36.83753159	37.11410799	0.6783080158	0.6777047485	0.6789112831	67.83633706	24	2	512	256	40404480	4.729791963	0.9984876654	0.1928042821	0.2120251937	-0.9405943954	12.000	2.000	base	26	22	19.692	21.333	256.000	21688	715548	32.99280708	10.667	128.000
eng	akk	4000	bpe.nof	16_4_512_512_2	26.23395548	26.04312738	26.42478358	31.15915269	30.9921673	31.32613808	27.08280202	26.93735304	27.228251	0.9262043741	0.9255797519	0.9268289963	92.63701664	16	4	512	512	39862272	6.117626734	1.279311809	0.1515131294	0.1892291341	-1.833102662	4.000	1.000	base	20	12	25.600	32.000	128.000	45270	630535	13.92831898	32.000	128.000
eng	mni	4000	bpe.nof	8_8_256_4096_2	18.92858581	18.76768757	19.08948406	41.97919142	41.83540165	42.12298118	38.74079568	38.59453106	38.88706029	0.6827725224	0.6821100351	0.6834350097	68.25030767	8	8	256	4096	42008576	4.612828612	1.00069998	0.1995734385	0.2115564554	-0.5652587911	1.000	0.063	base	16	0	16.000	32.000	32.000	21688	715548	32.99280708	512.000	512.000
deu	dsb	4000	bpe.nof	4_12_256_4096_2	27.48918211	27.38122245	27.59714178	42.93972226	42.82771103	43.05173349	42.55734146	42.44863622	42.66604669	0.6195955758	0.6188632941	0.6203278576	61.9432117	4	12	256	4096	43063296	4.543316051	1.002877842	0.2180675738	0.2184166814	-0.01503862308	0.333	0.063	base	16	-8	16.000	64.000	21.333	40195	1032701	25.69227516	1024.000	341.333
deu	dsb	4000	bpe.nof	6_2_512_4096_2	29.86925729	29.746559	29.99195557	47.84179596	47.72452536	47.95906656	46.9545442	46.84061914	47.06846926	0.6423283848	0.6415625136	0.6430942559	64.20746609	6	2	512	4096	48211968	4.218314768	1.007737419	0.241790919	0.2173634183	0.944451039	3.000	0.125	base	8	4	64.000	85.333	256.000	40195	1032701	25.69227516	682.667	2048.000
deu	dsb	4000	bpe.nof	4_16_512_256_2	28.80161642	28.68813476	28.91509809	46.63282795	46.52055948	46.74509642	45.77538544	45.66605814	45.88471275	0.6379378849	0.6372055902	0.6386701796	63.74801888	4	16	512	256	47234048	4.301152063	1.012892635	0.2344813124	0.2162571259	0.7228767995	0.250	2.000	base	20	-12	25.600	128.000	32.000	40195	1032701	25.69227516	64.000	16.000
eng	mni	4000	bpe.nof	8_8_512_1024_2	19.81269476	19.65484583	19.97054369	46.03980275	45.90705377	46.17255173	42.37911095	42.24152326	42.51669864	0.7031925792	0.7026142852	0.7037708732	70.31397363	8	8	512	1024	46153728	4.326419044	1.002474495	0.2184905632	0.211181972	0.3143514296	1.000	0.500	base	16	0	32.000	64.000	64.000	21688	715548	32.99280708	128.000	128.000
eng	akk	4000	bpe.nof	16_2_512_1024_2	27.54242274	27.32804044	27.75680505	34.01169366	33.82212822	34.20125909	29.4866005	29.31948674	29.65371425	0.9278958083	0.9272838932	0.9285077235	92.80520164	16	2	512	1024	44049408	5.77502361	1.29512539	0.1633644214	0.1869186318	-1.048786376	8.000	0.500	base	18	14	28.444	32.000	256.000	45270	630535	13.92831898	64.000	512.000
eng	akk	4000	bpe.nof	12_6_512_1024_2	29.51712994	29.30664999	29.72760988	37.16605563	36.97782275	37.35428851	32.11172922	31.94521167	32.27824677	0.9299240293	0.9293590584	0.9304890002	93.01196532	12	6	512	1024	48256000	5.431489238	1.298389059	0.1780666806	0.1864487876	-0.3415493555	2.000	0.500	base	18	6	28.444	42.667	85.333	45270	630535	13.92831898	85.333	170.667
deu	dsb	4000	bpe.nof	2_12_512_1024_2	28.45767233	28.34327739	28.57206728	45.47028771	45.35668586	45.58388956	44.70843488	44.59776454	44.81910523	0.6314645485	0.6307470437	0.6321820533	63.12502195	2	12	512	1024	46154752	4.38063657	1.015053001	0.2281491627	0.2157968598	0.5024908019	0.167	0.500	base	14	-10	36.571	256.000	42.667	40195	1032701	25.69227516	512.000	85.333
eng	akk	4000	bpe.nof	24_2_512_512_2	27.5607201	27.34909161	27.77234859	33.43742184	33.25372413	33.62111956	29.06364877	28.90210983	29.22518771	0.929370615	0.9287496124	0.9299916176	92.97530528	24	2	512	512	47226880	5.998242123	1.412395974	0.147271039	0.1713988642	-1.092778496	12.000	1.000	base	26	22	19.692	21.333	256.000	45270	630535	13.92831898	21.333	256.000
eng	akk	4000	bpe.nof	24_4_512_256_2	25.95952189	25.75333377	26.16571001	31.73097026	31.54772512	31.91421539	27.61361832	27.45312501	27.77411163	0.9254219122	0.9248136726	0.9260301519	92.52794432	24	4	512	256	45138944	6.23565482	1.422551647	0.1387574618	0.1701752385	-1.499473669	6.000	2.000	base	28	20	18.286	21.333	128.000	45270	630535	13.92831898	10.667	64.000
deu	dsb	4000	bpe.nof	12_6_512_1024_2	30.35170533	30.23283132	30.47057935	47.1274828	47.00883086	47.24613473	46.37136901	46.25542908	46.48730894	0.6458156855	0.6450692397	0.6465621313	64.52489117	12	6	512	1024	48256000	4.283424855	1.023946053	0.2344105014	0.2139226471	0.80413714	2.000	0.500	base	18	6	28.444	42.667	85.333	40195	1032701	25.69227516	85.333	170.667
eng	mni	4000	bpe.nof	4_2_1024_512_2	20.4550533	20.30044353	20.60966308	47.5316797	47.39983054	47.66352886	43.86730769	43.73166469	44.0029507	0.7005712437	0.6999644786	0.7011780088	70.04897783	4	2	1024	512	48108544	4.243102295	1.012136417	0.2234172348	0.2091660146	0.5937233259	2.000	2.000	base	6	2	170.667	256.000	512.000	21688	715548	32.99280708	128.000	256.000
eng_wiki	ita_wiki	4000	bpe.nof	2_12_512_1024_2	12.54217319	12.4965076	12.58783879	43.97156895	43.91510304	44.02803487	40.66237362	40.60706911	40.71767813	0.5863320641	0.5854426828	0.5872214454	58.57066575	2	12	512	1024	46154752	4.52994537	1.049649878	0.1955909943	0.1998067282	-0.19344952	0.167	0.500	base	14	-10	36.571	256.000	42.667	50000	1723391	34.46782	512.000	85.333
eng_wiki	ita_wiki	4000	bpe.nof	12_6_512_1024_2	13.996477	13.94409275	14.04886126	45.74071924	45.6872408	45.79419768	42.49279391	42.43916895	42.54641888	0.6113798145	0.6104823213	0.6122773078	61.06340671	12	6	512	1024	48256000	4.413289396	1.05498997	0.2024305295	0.1987953573	0.1603571861	2.000	0.500	base	18	6	28.444	42.667	85.333	50000	1723391	34.46782	85.333	170.667
eng	mni	4000	bpe.nof	8_12_512_512_2	20.57352083	20.41616826	20.7308734	47.31964226	47.18515834	47.45412619	43.61687063	43.47824239	43.75549888	0.7068140395	0.7062390698	0.7073890092	70.64636928	8	12	512	512	48275456	4.266546298	1.02019909	0.2206627786	0.2075129674	0.5502921083	0.667	1.000	base	20	-4	25.600	64.000	42.667	21688	715548	32.99280708	64.000	42.667
eng	akk	4000	bpe.nof	12_6_256_4096_2	27.56310545	27.35549463	27.77071628	30.32901683	30.15804242	30.49999123	26.63527825	26.48397248	26.78658401	0.9269996793	0.9263671426	0.927632216	92.72402894	12	6	256	4096	46212608	6.570067198	1.523709399	0.1238218314	0.1588774513	-1.750435311	2.000	0.063	base	18	6	14.222	21.333	42.667	45270	630535	13.92831898	341.333	682.667
deu	dsb	4000	bpe.nof	6_6_512_2048_2	30.05117438	29.93339836	30.1689504	46.82958823	46.71236454	46.94681192	46.09891918	45.98548786	46.21235051	0.6426641793	0.6419435533	0.6433848053	64.24486719	6	6	512	2048	48234496	4.310096407	1.03000043	0.2315596208	0.2126652027	0.7463131089	1.000	0.250	base	12	0	42.667	85.333	85.333	40195	1032701	25.69227516	341.333	341.333
deu	dsb	4000	bpe.nof	8_12_512_512_2	28.69395653	28.5783072	28.80960587	45.5903239	45.47513146	45.70551633	44.81444159	44.70360515	44.92527803	0.6359018552	0.6351504507	0.6366532597	63.56569725	8	12	512	512	48275456	4.428383641	1.058896974	0.2192799216	0.2068617209	0.5038414399	0.667	1.000	base	20	-4	25.600	64.000	42.667	40195	1032701	25.69227516	64.000	42.667
eng_wiki	ita_wiki	4000	bpe.nof	12_6_256_4096_2	12.63748223	12.58780676	12.68715769	43.67642306	43.62005192	43.7327942	40.44127226	40.38591297	40.49663155	0.5801834511	0.5793413457	0.5810255566	57.98977195	12	6	256	4096	46212608	4.562271007	1.058067597	0.1927325208	0.1982171163	-0.2533751193	2.000	0.063	base	18	6	14.222	21.333	42.667	50000	1723391	34.46782	341.333	682.667
eng	mni	4000	bpe.nof	6_2_512_4096_2	20.56151169	20.40891043	20.71411296	47.23683161	47.10634099	47.36732224	43.57465305	43.44058673	43.70871938	0.7039773717	0.7034202129	0.7045345306	70.36852502	6	2	512	4096	48211968	4.272338925	1.02064356	0.2201806867	0.2074225997	0.5348352485	3.000	0.125	base	8	4	64.000	85.333	256.000	21688	715548	32.99280708	682.667	2048.000
eng_wiki	ita_wiki	4000	bpe.nof	6_6_512_2048_2	14.27320451	14.21847795	14.32793106	45.56922726	45.5126814	45.62577311	42.37265164	42.31652803	42.42877524	0.6128422499	0.6119535646	0.6137309353	61.23704534	6	6	512	2048	48234496	4.429305742	1.058488346	0.2010050346	0.198138325	0.1269341491	1.000	0.250	base	12	0	42.667	85.333	85.333	50000	1723391	34.46782	341.333	341.333
eng	mni	4000	bpe.nof	12_8_512_512_2	18.57484454	18.41216835	18.73752073	43.10525364	42.96725321	43.24325407	39.62483064	39.48162793	39.76803335	0.6913027131	0.690695	0.6919104262	69.09680155	12	8	512	512	44068864	4.557318188	1.022354824	0.2005862301	0.2070754064	-0.2981086573	1.500	1.000	base	20	4	25.600	42.667	64.000	21688	715548	32.99280708	42.667	64.000
eng	akk	4000	bpe.nof	16_2_256_4096_2	26.15296383	25.94346514	26.36246252	26.96991828	26.80113283	27.13870373	23.85751684	23.70977452	24.00525915	0.924671014	0.9240144496	0.9253275784	92.52457955	16	2	256	4096	45157888	7.337370615	1.67437986	0.1001997589	0.144580732	-2.492091225	8.000	0.063	base	18	14	14.222	16.000	128.000	45270	630535	13.92831898	256.000	2048.000
eng	mni	4000	bpe.nof	6_24_256_2048_2	19.61575948	19.45923355	19.77228541	46.48104279	46.34355572	46.61852985	42.71538056	42.57514674	42.85561437	0.7024593011	0.7018806996	0.7030379027	70.20906427	6	24	256	2048	47828480	4.33141814	1.028988963	0.2149006396	0.2057403416	0.3902554395	0.250	0.125	base	30	-18	8.533	42.667	10.667	21688	715548	32.99280708	341.333	85.333
eng_wiki	ita_wiki	4000	bpe.nof	6_2_512_4096_2	14.02276878	13.97073285	14.07480472	45.47749651	45.42132145	45.53367158	42.28143586	42.22660597	42.33626576	0.6188302998	0.6179527189	0.6197078808	61.86357445	6	2	512	4096	48211968	4.43761794	1.060128013	0.2002901497	0.1978318707	0.1090689295	3.000	0.125	base	8	4	64.000	85.333	256.000	50000	1723391	34.46782	682.667	2048.000
deu	dsb	4000	bpe.nof	12_12_512_256_2	28.80366315	28.69058694	28.91673935	45.27532573	45.16414874	45.38650272	44.67674708	44.56793225	44.78556192	0.6354408602	0.634722881	0.6361588394	63.48616816	12	12	512	256	48289792	4.459590862	1.066580775	0.216196037	0.2053714593	0.4422392322	1.000	2.000	base	24	0	21.333	42.667	42.667	40195	1032701	25.69227516	21.333	21.333
eng_wiki	ita_wiki	4000	bpe.nof	12_12_512_256_2	13.37181686	13.31884804	13.42478567	45.32204458	45.26687765	45.37721151	41.98152178	41.92680686	42.0362367	0.6005112867	0.5996076011	0.6014149723	60.04442596	12	12	512	256	48289792	4.454993829	1.065481322	0.1986026344	0.1968379018	0.07856621493	1.000	2.000	base	24	0	21.333	42.667	42.667	50000	1723391	34.46782	21.333	21.333
eng_wiki	ita_wiki	4000	bpe.nof	8_12_512_512_2	13.58598869	13.53692214	13.63505523	45.16539059	45.10908602	45.22169516	41.90844007	41.85338703	41.9634931	0.6095527772	0.6086674065	0.6104381479	60.88543329	8	12	512	512	48275456	4.470047572	1.068859482	0.1972906521	0.1962157902	0.04801902344	0.667	1.000	base	20	-4	25.600	64.000	42.667	50000	1723391	34.46782	64.000	42.667
eng_wiki	ita_wiki	4000	bpe.nof	4_2_1024_512_2	12.76393826	12.71694827	12.81092825	44.1856081	44.12927475	44.24194146	40.93548017	40.88128043	40.9896799	0.5911394378	0.5902881614	0.5919907141	59.05050671	4	2	1024	512	48108544	4.564422396	1.088783114	0.1894788812	0.1926252393	-0.1436791484	2.000	2.000	base	6	2	170.667	256.000	512.000	50000	1723391	34.46782	128.000	256.000
deu	dsb	4000	bpe.nof	12_16_256_2048_2	26.17545009	26.07208395	26.27881623	40.04462804	39.9360245	40.15323159	39.84079976	39.7346248	39.94697472	0.606558893	0.6058559868	0.6072617992	60.62357175	12	16	256	2048	43088896	4.872651444	1.076021881	0.1895409521	0.2035695129	-0.6480025906	0.750	0.125	base	28	-4	9.143	21.333	16.000	40195	1032701	25.69227516	170.667	128.000
deu	dsb	4000	bpe.nof	6_12_256_4096_2	28.66508771	28.55021371	28.7799617	44.23842297	44.12481971	44.35202624	43.71907198	43.60859328	43.82955068	0.6319369472	0.6311803654	0.6326935291	63.16286166	6	12	256	4096	47794688	4.550029921	1.080388603	0.2085448834	0.2027467242	0.2424367128	0.500	0.063	base	18	-6	14.222	42.667	21.333	40195	1032701	25.69227516	682.667	341.333
eng	mni	4000	bpe.nof	6_6_512_2048_2	20.14449739	19.98981131	20.29918347	46.70469566	46.57231741	46.83707391	43.05319575	42.91714626	43.18924525	0.7008175877	0.700249472	0.7013857033	70.05221061	6	6	512	2048	48234496	4.321621994	1.032754744	0.2151473047	0.2049901411	0.430652649	1.000	0.250	base	12	0	42.667	85.333	85.333	21688	715548	32.99280708	341.333	341.333
eng_wiki	ita_wiki	4000	bpe.nof	6_12_256_4096_2	12.20476974	12.15862778	12.2509117	43.38615808	43.3329336	43.43938256	40.07448243	40.02220358	40.12676129	0.5639934925	0.5631192562	0.5648677288	56.42279823	6	12	256	4096	47794688	4.639409367	1.101611438	0.183884071	0.1903821081	-0.302202065	0.500	0.063	base	18	-6	14.222	42.667	21.333	50000	1723391	34.46782	682.667	341.333
eng	akk	4000	bpe.nof	2_12_512_1024_2	24.66808242	24.47308756	24.86307729	26.49160512	26.33817036	26.64503989	23.32292259	23.18791863	23.45792656	0.9203233871	0.9195648891	0.9210818851	92.02002726	2	12	512	1024	46154752	7.518940594	1.742240675	0.09458911494	0.1389492676	-2.535896391	0.167	0.500	base	14	-10	36.571	256.000	42.667	45270	630535	13.92831898	512.000	85.333
eng	mni	4000	bpe.nof	12_4_256_4096_2	17.38605043	17.22600688	17.54609397	38.80529184	38.65896871	38.95161496	35.64942967	35.49895782	35.79990151	0.6753486104	0.6746963981	0.6760008227	67.51128217	12	4	256	4096	40953856	4.952192131	1.055367814	0.1749281369	0.2005978749	-1.309922808	3.000	0.063	base	16	8	16.000	21.333	64.000	21688	715548	32.99280708	341.333	1024.000
deu	dsb	4000	bpe.nof	12_6_256_4096_2	26.129765	26.02591491	26.23361508	40.18821915	40.08049923	40.29593908	40.00254931	39.89808792	40.1070107	0.6040389178	0.6033735779	0.6047042577	60.38912828	12	6	256	4096	46212608	4.958260973	1.149904349	0.1779987457	0.1904899745	-0.5749290992	2.000	0.063	base	18	6	14.222	21.333	42.667	40195	1032701	25.69227516	341.333	682.667
eng	mni	4000	bpe.nof	6_12_256_4096_2	19.67849136	19.52215069	19.83483203	45.00714465	44.87360582	45.14068349	41.4702313	41.33225985	41.60820274	0.6966627765	0.6960655746	0.6972599784	69.64247667	6	12	256	4096	47794688	4.472315445	1.061935574	0.2016303265	0.1993572358	0.1000116367	0.500	0.063	base	18	-6	14.222	42.667	21.333	21688	715548	32.99280708	682.667	341.333
deu	dsb	4000	bpe.nof	16_4_512_512_2	17.64595068	17.57643155	17.71546982	25.50129042	25.41827672	25.58430411	26.06863867	25.98781438	26.14946295	0.5337775431	0.5331704784	0.5343846077	53.34537146	16	4	512	512	39862272	7.474918421	1.56314725	0.08308873801	0.1401309123	-4.137536148	4.000	1.000	base	20	12	25.600	32.000	128.000	40195	1032701	25.69227516	32.000	128.000
eng	akk	4000	bpe.nof	16_12_256_2048_2	24.70731957	24.51475357	24.89988556	23.05028124	22.90365021	23.19691227	20.68528906	20.55679077	20.81378734	0.9217565627	0.9210627338	0.9224503917	92.14694919	16	12	256	2048	42034176	8.402422836	1.823586253	0.07863048542	0.1327510917	-3.555765981	1.333	0.125	base	28	4	9.143	16.000	21.333	45270	630535	13.92831898	128.000	170.667
deu	dsb	4000	bpe.nof	8_32_256_1024_2	11.96759956	11.91507614	12.02012298	26.73898357	26.65369129	26.82427586	26.09064652	26.00987304	26.17142	0.5145969795	0.514000822	0.5151931371	51.43021337	8	32	256	1024	42076160	7.245459529	1.57358861	0.08654332713	0.1392010903	-3.642716723	0.250	0.250	base	40	-24	6.400	32.000	8.000	40195	1032701	25.69227516	128.000	32.000
eng_wiki	ita_wiki	4000	bpe.nof	16_4_512_512_2	4.026271218	4.010113576	4.04242886	26.46987177	26.4343841	26.50535945	23.81650075	23.78409041	23.84891109	0.3661458709	0.3657648414	0.3665269004	36.62348401	16	4	512	512	39862272	7.201397391	1.505948814	0.08206594578	0.1392657612	-4.360228224	4.000	1.000	base	20	12	25.600	32.000	128.000	50000	1723391	34.46782	32.000	128.000
eng	akk	4000	bpe.nof	6_12_512_512_2	22.29439519	22.1117904	22.47699997	21.43761482	21.29739125	21.57783838	19.15921372	19.0374623	19.28096513	0.9154270727	0.9146938574	0.916160288	91.55547717	6	12	512	512	45119488	9.228535462	2.104687876	0.0633621349	0.1150208868	-3.64933886	0.500	1.000	base	18	-6	28.444	85.333	42.667	45270	630535	13.92831898	85.333	42.667
eng	mni	4000	bpe.nof	16_8_512_256_2	17.60258282	17.45137693	17.75378872	41.39888343	41.26157011	41.53619675	38.03324499	37.89284335	38.17364664	0.6853893463	0.6847865148	0.6859921779	68.51159182	16	8	512	256	44083200	4.745623783	1.064840313	0.1849595266	0.1988134165	-0.6626715474	2.000	2.000	base	24	8	21.333	32.000	64.000	21688	715548	32.99280708	16.000	32.000
deu	dsb	4000	bpe.nof	24_2_512_256_2	16.24682795	16.1871207	16.3065352	24.85655268	24.77857729	24.93452806	25.39909827	25.32348961	25.47470692	0.5192680808	0.5186860538	0.5198501077	51.91977109	24	2	512	256	40404480	7.69995097	1.62550618	0.0778811164	0.1347551014	-4.232340984	12.000	2.000	base	26	22	19.692	21.333	256.000	40195	1032701	25.69227516	10.667	128.000
deu	dsb	4000	bpe.nof	16_8_512_256_2	18.75927503	18.68490935	18.83364071	26.23848271	26.151863	26.32510242	26.73201919	26.64799021	26.81604816	0.5424910795	0.541851963	0.5431301961	54.21657144	16	8	512	256	44083200	7.48761001	1.680097149	0.07953974957	0.1303765382	-3.583828991	2.000	2.000	base	24	8	21.333	32.000	64.000	40195	1032701	25.69227516	16.000	32.000
eng	mni	4000	bpe.nof	16_2_512_1024_2	17.12433814	16.98201191	17.26666437	41.3073784	41.17286705	41.44188974	37.85106863	37.71426704	37.98787022	0.6874034352	0.6868064615	0.6880004088	68.72326702	16	2	512	1024	44049408	4.755042356	1.066381109	0.1842840515	0.1985261543	-0.6827499929	8.000	0.500	base	18	14	28.444	32.000	256.000	21688	715548	32.99280708	64.000	512.000
eng	akk	4000	bpe.nof	32_12_256_1024_2	23.70339445	23.52579256	23.88099634	17.463965	17.34396081	17.58396918	16.18367687	16.07859475	16.288759	0.9096552168	0.9088458069	0.9104646267	90.96914296	32	12	256	1024	39961600	10.92320309	2.288231796	0.04747706615	0.1057948177	-5.057136379	2.667	0.250	base	44	20	5.818	8.000	21.333	45270	630535	13.92831898	32.000	85.333
eng_wiki	ita_wiki	4000	bpe.nof	8_32_256_1024_2	3.228745452	3.216685784	3.24080512	26.47593292	26.43574328	26.51612257	23.16239116	23.12757669	23.19720563	0.2792525275	0.27900781	0.2794972449	27.91331092	8	32	256	1024	42076160	7.317446523	1.589222942	0.07778355688	0.1319683365	-4.129452463	0.250	0.250	base	40	-24	6.400	32.000	8.000	50000	1723391	34.46782	128.000	32.000
eng_wiki	ita_wiki	4000	bpe.nof	16_8_512_256_2	3.961495774	3.947493525	3.975498024	27.52334242	27.48748292	27.55920191	24.59464576	24.56166509	24.62762644	0.377441064	0.377049962	0.377832166	37.76085464	16	8	512	256	44083200	7.138069309	1.601665936	0.08023254831	0.1309431032	-3.717608231	2.000	2.000	base	24	8	21.333	32.000	64.000	50000	1723391	34.46782	16.000	32.000
eng	mni	4000	bpe.nof	16_6_512_512_2	17.9707618	17.81607162	18.12545198	42.23882162	42.10044009	42.37720315	38.78926138	38.64698182	38.93154095	0.6859461605	0.6853478752	0.6865444457	68.55880224	16	6	512	512	45121536	4.683854211	1.068247983	0.1881101692	0.1981792093	-0.4720538028	2.667	1.000	base	22	10	23.273	32.000	85.333	21688	715548	32.99280708	32.000	85.333
eng	akk	4000	bpe.nof	4_12_256_4096_2	23.49836215	23.30804819	23.68867611	18.48542247	18.35241656	18.61842837	17.00969185	16.88883887	17.13054483	0.9115691771	0.9107236405	0.9124147136	91.14002423	4	12	256	4096	43063296	10.55365273	2.329581381	0.04936197542	0.1039169817	-4.469428318	0.333	0.063	base	16	-8	16.000	64.000	21.333	45270	630535	13.92831898	1024.000	341.333
deu	dsb	4000	bpe.nof	6_32_256_1024_2	10.95783785	10.91958322	10.99609248	24.02067592	23.95087714	24.0904747	23.64079103	23.57481981	23.70676225	0.4972514472	0.4967400641	0.4977628303	49.72744469	6	32	256	1024	40496640	7.973343485	1.685907596	0.07256569398	0.1299271981	-4.417160644	0.188	0.250	base	38	-26	6.737	42.667	8.000	40195	1032701	25.69227516	170.667	32.000
eng	akk	4000	bpe.nof	16_8_512_256_2	21.80512645	21.6349408	21.9753121	18.49957806	18.36547594	18.63368019	17.00866792	16.89113665	17.1261992	0.90103102	0.9002437647	0.9018182753	90.14635377	16	8	512	256	44083200	10.61989225	2.382930024	0.04829382139	0.1015905056	-4.362999001	2.000	2.000	base	24	8	21.333	32.000	64.000	45270	630535	13.92831898	16.000	32.000
eng_wiki	ita_wiki	4000	bpe.nof	24_2_512_256_2	3.790117085	3.776427255	3.803806916	24.35589686	24.31906992	24.39272379	22.0266232	21.99289899	22.06034742	0.352817814	0.3524551019	0.3531805261	35.30086845	24	2	512	256	40404480	7.8582299	1.658919819	0.06854883572	0.1264238968	-4.794615308	12.000	2.000	base	26	22	19.692	21.333	256.000	50000	1723391	34.46782	10.667	128.000
eng	mni	4000	bpe.nof	12_16_256_2048_2	17.19374622	17.03571059	17.35178184	39.28577005	39.14108272	39.43045738	36.059205	35.91087887	36.20753113	0.6777492681	0.6771126443	0.6783858919	67.73529239	12	16	256	2048	43088896	4.966773323	1.096806705	0.1704031958	0.1930190066	-1.139966569	0.750	0.125	base	28	-4	9.143	21.333	16.000	21688	715548	32.99280708	170.667	128.000
eng	akk	4000	bpe.nof	12_12_512_256_2	22.65778874	22.47478507	22.84079241	18.14992217	18.02048078	18.27936357	16.77501976	16.65795323	16.89208629	0.9057407141	0.9049422249	0.9065392032	90.59733334	12	12	512	256	48289792	11.12453414	2.660606009	0.04243607783	0.09098794224	-4.05114596	1.000	2.000	base	24	0	21.333	42.667	42.667	45270	630535	13.92831898	21.333	21.333
eng_wiki	ita_wiki	4000	bpe.nof	6_32_256_1024_2	2.593086339	2.585024459	2.601148218	23.98650506	23.95367177	24.01933834	20.84264317	20.81410098	20.87118536	0.2690934322	0.2688718008	0.2693150636	26.91744862	6	32	256	1024	40496640	7.984702205	1.688309318	0.06633401869	0.1242231537	-4.869636211	0.188	0.250	base	38	-26	6.737	42.667	8.000	50000	1723391	34.46782	170.667	32.000
eng	akk	4000	bpe.nof	6_12_512_256_2	20.86767865	20.69536384	21.03999346	15.17309567	15.06286355	15.2833278	14.34321664	14.24349428	14.442939	0.8942859998	0.893453655	0.8951183447	89.45944838	6	12	512	256	40396288	12.61328596	2.662362966	0.03545259017	0.0909278971	-5.536971191	0.500	2.000	base	18	-6	28.444	85.333	42.667	45270	630535	13.92831898	42.667	21.333
eng	mni	4000	bpe.nof	16_12_256_2048_2	16.52596905	16.37162395	16.68031416	38.29877328	38.15402066	38.44352589	35.07518022	34.92736709	35.22299336	0.6693414227	0.6687138487	0.6699689967	66.8944255	16	12	256	2048	42034176	5.057034284	1.097533221	0.1660121028	0.192891237	-1.389778644	1.333	0.125	base	28	4	9.143	16.000	21.333	21688	715548	32.99280708	128.000	170.667
deu	dsb	4000	bpe.nof	16_6_512_512_2	18.54344307	18.47183471	18.61505142	26.35966644	26.27521966	26.44411321	26.87577686	26.79497394	26.95657978	0.5438268635	0.5431869076	0.5444668194	54.35565234	16	6	512	512	45121536	7.505424357	1.711764301	0.07842884908	0.1279646094	-3.476056368	2.667	1.000	base	22	10	23.273	32.000	85.333	40195	1032701	25.69227516	32.000	85.333
deu	dsb	4000	bpe.nof	16_2_512_1024_2	17.76218156	17.69555704	17.82880607	24.74029029	24.6622495	24.81833109	25.28432362	25.20858189	25.36006534	0.5364662973	0.5358505165	0.5370820781	53.63493851	16	2	512	1024	44049408	7.93920894	1.78047256	0.07077003378	0.1230264679	-3.906995102	8.000	0.500	base	18	14	28.444	32.000	256.000	40195	1032701	25.69227516	64.000	512.000
