src	tgt	voc	tok	model	bleu	low_conf_bleu	high_conf_bleu	chrf	low_conf_chrf	high_conf_chrf	chrf++	low_conf_chrf++	high_conf_chrf++	comet	low_conf_comet	high_conf_comet	norm_comet	enc_layers	dec_layers	embs	ffw	params	xPIES	PIES	REVx	REV	efficiency_score	enc/dec ratio	embs/ffw ratio	size_tag	layer sum	layer diff	embs/num_layers	embs/enc	embs/dec	lines	toks	toks/line	ffw/enc	ffw/dec
deu	dsb	4000	bpe.nof	12_8_1024_1024_2	30.4134511	30.29270929	30.53419291	48.13805122	48.0145376	48.26156483	47.21709606	47.09764647	47.33654565	0.6454123862	0.6446235179	0.6462012545	64.48713244	12	8	1024	1024	167829504	6.094975843	3.48642082	0.07032157593	0.06282811556	0.2879398654	1.500	1.000	large	20	4	51.200	85.333	128.000	40195	1032701	25.69227516	85.333	128.000
eng	akk	4000	bpe.nof	4_2_2048_512_2	28.78191159	28.5757928	28.98803038	37.8073753	37.61554038	37.99921022	32.45063091	32.28707289	32.61418892	0.9288954543	0.928321243	0.9294696656	92.88322247	4	2	2048	512	163322880	7.697285238	4.319868245	0.05444362888	0.05603945586	-0.06392283406	2.000	4.000	large	6	2	341.333	512.000	1024.000	45270	630535	13.92831898	128.000	256.000
eng	mni	4000	bpe.nof	2_16_1024_256_2	21.5138203	21.35600939	21.67163121	49.88298621	49.74803008	50.01794234	46.07595204	45.93680191	46.21510217	0.7133223124	0.712722983	0.7139216418	71.31374818	2	16	1024	256	160504320	5.803547903	3.21761651	0.07375487382	0.06579545449	0.3159687731	0.125	4.000	large	18	-14	56.889	512.000	64.000	21688	715548	32.99280708	128.000	16.000
deu	dsb	4000	bpe.nof	2_8_1024_4096_2	29.98283914	29.86758937	30.09808892	47.88991687	47.77332538	48.00650836	46.92434418	46.81209645	47.0365919	0.6485127489	0.6477858165	0.6492396814	64.81873188	2	8	1024	4096	167757824	6.125770923	3.502988415	0.06962821773	0.0625309662	0.2741283813	0.250	0.250	large	10	-6	102.400	512.000	128.000	40195	1032701	25.69227516	2048.000	512.000
eng	mni	4000	bpe.nof	4_12_1024_1024_2	21.60712321	21.44591416	21.76833225	49.20688522	49.07646497	49.33730548	45.45387791	45.31890155	45.58885428	0.7096489484	0.7090705176	0.7102273793	70.94955087	4	12	1024	1024	159424512	5.87138628	3.239882209	0.07225521805	0.06534328317	0.2781563534	0.333	1.000	large	16	-8	64.000	256.000	85.333	21688	715548	32.99280708	256.000	85.333
eng	akk	4000	bpe.nof	6_16_1024_256_2	30.26931222	30.05027673	30.48834771	40.99572507	40.80207845	41.18937168	35.06086932	34.89274597	35.22899267	0.9371640035	0.9366352461	0.9376927609	93.70866595	6	16	1024	256	179416576	7.301636313	4.376470369	0.05827142212	0.0553146818	0.109224825	0.375	4.000	large	22	-10	46.545	170.667	64.000	45270	630535	13.92831898	42.667	16.000
eng_wiki	ita_wiki	4000	bpe.nof	4_6_1024_4096_2	14.69611928	14.64603045	14.7462081	46.48653201	46.43142079	46.54164322	43.29201014	43.23865547	43.34536481	0.6466110442	0.6458117863	0.6474103021	64.60096848	4	6	1024	4096	159356928	6.214184403	3.428023583	0.06331472129	0.06118018237	0.09264956024	0.667	0.250	large	10	-2	102.400	256.000	170.667	50000	1723391	34.46782	1024.000	682.667
eng	akk	4000	bpe.nof	2_16_1024_1024_2	30.81116979	30.60926007	31.0130795	43.07040653	42.88142716	43.2593859	36.71056058	36.5470499	36.87407127	0.9316270235	0.9310698653	0.9321841816	93.1500585	2	16	1024	1024	188829696	7.05735749	4.384209744	0.06111230799	0.05521703568	0.2072867992	0.125	1.000	large	18	-14	56.889	512.000	64.000	45270	630535	13.92831898	512.000	64.000
eng	akk	4000	bpe.nof	24_32_256_512_2	19.72625949	19.5515057	19.90101328	8.901057399	8.835908905	8.966205893	9.321769612	9.256031022	9.387508201	0.8047631178	0.8036495186	0.8058767169	80.58756568	24	32	256	512	40003584	21.4381877	4.494250762	0.01232041505	0.0538650553	-7.068384199	0.750	0.500	base	56	-8	4.571	10.667	8.000	45270	630535	13.92831898	21.333	16.000
deu	dsb	4000	bpe.nof	2_24_512_4096_2	29.72114991	29.60374335	29.83855647	47.30172711	47.19000134	47.41345289	46.46238032	46.35402328	46.57073735	0.6456639056	0.6449578793	0.6463699319	64.54151052	2	24	512	4096	165876736	6.180998611	3.506779691	0.06869868312	0.06246336225	0.2438314358	0.083	0.125	large	26	-22	19.692	256.000	21.333	40195	1032701	25.69227516	2048.000	170.667
eng	akk	4000	bpe.nof	16_2_1024_2048_2	28.45997067	28.2533052	28.66663614	37.32989395	37.13862558	37.52116231	32.13683452	31.97131331	32.30235573	0.9284059832	0.927772373	0.9290395935	92.87341107	16	2	1024	2048	167790592	7.859112866	4.494804947	0.05166387103	0.05385841403	-0.08902953088	8.000	0.500	large	18	14	56.889	64.000	512.000	45270	630535	13.92831898	128.000	1024.000
eng	akk	4000	bpe.nof	4_2_2048_1024_2	29.40194257	29.18993231	29.61395283	39.11088971	38.92151571	39.30026372	33.54301103	33.37779202	33.70823005	0.9295360131	0.9289859947	0.9300860316	92.9216893	4	2	2048	1024	175908864	7.608317393	4.497695279	0.05409395119	0.05382380327	0.01046045755	2.000	2.000	large	6	2	341.333	512.000	1024.000	45270	630535	13.92831898	256.000	512.000
deu	dsb	4000	bpe.nof	12_12_1024_256_2	31.39203037	31.27787167	31.50618906	48.9823984	48.86522128	49.09957553	48.06681063	47.95315336	48.1804679	0.6524588258	0.6516940776	0.653223574	65.18574518	12	12	1024	256	172070912	6.034929372	3.512913161	0.07101539856	0.06235430258	0.327069986	1.000	4.000	large	24	0	42.667	85.333	85.333	40195	1032701	25.69227516	21.333	21.333
eng	mni	4000	bpe.nof	4_6_1024_4096_2	22.27907885	22.11525293	22.44290476	49.07306504	48.93688699	49.20924308	45.43437916	45.29448706	45.57427126	0.705757118	0.7051545232	0.7063597128	70.57382624	4	6	1024	4096	159356928	5.886648449	3.24734002	0.07189322757	0.0651932164	0.2703631919	0.667	0.250	large	10	-2	102.400	256.000	170.667	21688	715548	32.99280708	1024.000	682.667
eng_wiki	ita_wiki	4000	bpe.nof	6_8_1024_2048_2	14.39502712	14.34292746	14.44712679	46.13591508	46.08027762	46.19155255	42.89890928	42.84390248	42.95391608	0.6462702124	0.645396491	0.6471439338	64.56797003	6	8	1024	2048	159393792	6.261844545	3.454874401	0.06234881845	0.06070469823	0.07190529351	0.750	0.500	large	14	-2	73.143	170.667	128.000	50000	1723391	34.46782	341.333	256.000
eng_wiki	ita_wiki	4000	bpe.nof	8_12_1024_512_2	14.92335559	14.86947267	14.97723851	46.6560325	46.59389681	46.71816819	43.4480112	43.38660932	43.50941309	0.6472124845	0.6463501783	0.6480747906	64.65121812	8	12	1024	512	163649536	6.241178858	3.50757506	0.06210437331	0.0597926215	0.09997693829	0.667	2.000	large	20	-4	51.200	128.000	85.333	50000	1723391	34.46782	64.000	42.667
eng_wiki	ita_wiki	4000	bpe.nof	4_12_1024_1024_2	13.8376069	13.78252601	13.89268778	45.24818598	45.1913649	45.30500706	42.01218312	41.95614323	42.06822301	0.6238594358	0.6229919736	0.6247268981	62.36867652	4	12	1024	1024	159424512	6.38506549	3.523334882	0.05996096334	0.05952517004	0.01943326654	0.333	1.000	large	16	-8	64.000	256.000	85.333	50000	1723391	34.46782	256.000	85.333
deu	dsb	4000	bpe.nof	4_16_1024_256_2	29.45909584	29.34466828	29.57352341	47.90798948	47.79556316	48.0204158	46.82387901	46.71481428	46.93294375	0.6506567335	0.6499147262	0.6513987408	65.01159349	4	16	1024	256	169960448	6.147469952	3.547643094	0.06877774307	0.06174388021	0.271577533	0.250	4.000	large	20	-12	51.200	256.000	64.000	40195	1032701	25.69227516	64.000	16.000
eng_wiki	ita_wiki	4000	bpe.nof	2_16_1024_256_2	13.42245846	13.37515157	13.46976535	45.15485311	45.10259887	45.20710735	41.8016537	41.74996966	41.85333774	0.6147902321	0.6139166467	0.6156638175	61.44271455	2	16	1024	256	160504320	6.411233346	3.554530885	0.05931212637	0.05900275303	0.01382435532	0.125	4.000	large	18	-14	56.889	512.000	64.000	50000	1723391	34.46782	128.000	16.000
eng_wiki	ita_wiki	4000	bpe.nof	12_8_1024_1024_2	14.57471967	14.5215029	14.62793644	46.41239141	46.35545299	46.46932983	43.18677081	43.13142746	43.24211417	0.6344874292	0.6336349413	0.6353399172	63.41386157	12	8	1024	1024	167829504	6.321593229	3.616049484	0.05992677873	0.05799895961	0.08381056518	1.500	1.000	large	20	4	51.200	85.333	128.000	50000	1723391	34.46782	85.333	128.000
eng_wiki	ita_wiki	4000	bpe.nof	4_2_2048_512_2	13.03808392	12.9878652	13.08830264	44.82602786	44.77260776	44.87944797	41.53036775	41.47710751	41.583628	0.5933829105	0.5925114069	0.5942544142	59.31198457	4	2	2048	512	163322880	6.492079839	3.643483212	0.05744269884	0.0575622545	-0.005381536989	2.000	4.000	large	6	2	341.333	512.000	1024.000	50000	1723391	34.46782	128.000	256.000
eng	mni	4000	bpe.nof	6_8_1024_2048_2	21.44918292	21.28615605	21.61220979	47.59039592	47.45298048	47.72781136	43.97690062	43.83484387	44.11895737	0.7025244453	0.7019250879	0.7031238027	70.22701409	6	8	1024	2048	159393792	6.070467006	3.349284849	0.06759892581	0.06320887897	0.1826690872	0.750	0.500	large	14	-2	73.143	170.667	128.000	21688	715548	32.99280708	341.333	256.000
deu	dsb	4000	bpe.nof	24_6_256_2048_2	13.07216752	13.03563165	13.10870339	12.09607007	12.06107414	12.13106599	13.72707959	13.69100608	13.7631531	0.4726065353	0.4721614142	0.4730516565	47.29108832	24	6	256	2048	43082240	16.13040192	3.56167249	0.01729697703	0.0615006716	-6.759618145	4.000	0.125	base	30	18	8.533	10.667	42.667	40195	1032701	25.69227516	85.333	341.333
eng	akk	4000	bpe.nof	4_12_1024_2048_2	30.44837304	30.23335657	30.66338952	42.74047487	42.55214948	42.92880026	36.35859479	36.19501641	36.52217317	0.9307654194	0.930180454	0.9313503848	93.07980578	4	12	1024	2048	192995328	7.158543949	4.515516699	0.05888069507	0.0536113765	0.1867075408	0.333	0.500	large	16	-8	64.000	256.000	85.333	45270	630535	13.92831898	512.000	170.667
eng	akk	4000	bpe.nof	4_8_1024_4096_2	30.7436964	30.55543178	30.93196102	42.49920991	42.31132467	42.68709515	36.27589181	36.11573587	36.43604775	0.9297111822	0.9291331576	0.9302892069	92.96727597	4	8	1024	4096	192950272	7.198678239	4.540090802	0.05823141657	0.05332119476	0.1749713737	0.500	0.250	large	12	-4	85.333	256.000	128.000	45270	630535	13.92831898	1024.000	512.000
deu	dsb	4000	bpe.nof	8_8_1024_2048_2	31.23584451	31.12003692	31.35165209	49.35539789	49.24020754	49.47058823	48.37829558	48.26700281	48.48958835	0.6536712	0.6529348986	0.6544075015	65.32018601	8	8	1024	2048	176193536	6.032013906	3.569893944	0.07041403632	0.06135903577	0.3393608282	1.000	0.500	large	16	0	64.000	128.000	128.000	40195	1032701	25.69227516	256.000	256.000
eng_wiki	ita_wiki	4000	bpe.nof	12_12_1024_256_2	15.24081188	15.18442132	15.29720245	47.12171154	47.06514652	47.17827655	43.91259851	43.85641607	43.96878095	0.6446652317	0.6438161649	0.6455142985	64.41325758	12	12	1024	256	172070912	6.273229583	3.651626955	0.06024985478	0.05743388099	0.12057964	1.000	4.000	large	24	0	42.667	85.333	85.333	50000	1723391	34.46782	21.333	21.333
eng	akk	4000	bpe.nof	4_16_1024_512_2	28.10205397	27.90063963	28.30346831	39.73900547	39.55729737	39.92071357	33.88909785	33.73224942	34.04594629	0.9280812481	0.9275152659	0.9286472304	92.80337517	4	16	1024	512	180451328	7.545552249	4.54091203	0.05443960222	0.05331155157	0.04298909987	0.250	2.000	large	20	-12	51.200	256.000	64.000	45270	630535	13.92831898	128.000	32.000
eng	mni	4000	bpe.nof	16_32_256_1024_2	3.520745783	3.490339309	3.551152256	14.27866175	14.21998332	14.33734017	12.80110161	12.74671398	12.85548924	0.403598041	0.403111422	0.40408466	40.34634684	16	32	256	1024	48394240	14.14980962	3.389270007	0.02004259261	0.06246316764	-5.883073416	0.500	0.250	base	48	-16	5.333	16.000	8.000	21688	715548	32.99280708	64.000	32.000
eng	akk	4000	bpe.nof	2_4_2048_256_2	29.87699943	29.68416286	30.06983599	40.83799792	40.65054394	41.02545189	34.91895772	34.75522651	35.08268892	0.9284086412	0.9279194045	0.9288978778	92.81656419	2	4	2048	256	190608896	7.464118182	4.66743978	0.05442854904	0.05186635014	0.09501565015	0.500	8.000	large	6	-2	341.333	1024.000	512.000	45270	630535	13.92831898	128.000	64.000
eng	mni	4000	bpe.nof	8_12_1024_512_2	21.60207026	21.44060377	21.76353674	48.25041012	48.1117725	48.38904774	44.64689996	44.50439905	44.78940086	0.7079582642	0.7073908019	0.7085257266	70.75133851	8	12	1024	512	163649536	6.034946499	3.391671399	0.06767991455	0.06241894209	0.215913721	0.667	2.000	large	20	-4	51.200	128.000	85.333	21688	715548	32.99280708	64.000	42.667
eng	akk	4000	bpe.nof	2_2_2048_4096_2	29.52915831	29.32575535	29.73256128	39.32654103	39.13593457	39.51714749	33.70804456	33.54265578	33.87343334	0.9288147318	0.9282173985	0.9294120652	92.84222875	2	2	2048	4096	184270848	7.672753405	4.685661214	0.05221026561	0.0516646541	0.02101089357	1.000	0.500	large	4	0	512.000	1024.000	1024.000	45270	630535	13.92831898	2048.000	2048.000
eng	akk	4000	bpe.nof	6_6_1024_4096_2	27.61354546	27.40051304	27.82657787	39.25584502	39.07190651	39.43978354	33.50149314	33.3406607	33.66232558	0.9320428951	0.9314793231	0.9326064671	93.22238178	6	6	1024	4096	184549376	7.690054964	4.701194839	0.05194420662	0.05149394445	0.01737032254	1.000	0.250	large	12	0	85.333	170.667	170.667	45270	630535	13.92831898	682.667	682.667
eng	akk	4000	bpe.nof	12_6_1024_2048_2	29.03641263	28.82575975	29.2470655	38.79465084	38.60167501	38.98762667	33.25200376	33.08384741	33.42016011	0.9283232779	0.927744617	0.9289019388	92.85409346	12	6	1024	2048	184592384	7.782018988	4.758191658	0.05071903174	0.05087711536	-0.006171088488	2.000	0.500	large	18	6	56.889	85.333	170.667	45270	630535	13.92831898	170.667	341.333
eng	akk	4000	bpe.nof	16_24_256_1024_2	17.38739052	17.23923795	17.53554309	8.275491833	8.213172575	8.337811092	8.767947	8.705124962	8.830769039	0.8013795221	0.8002139209	0.8025451233	80.19379278	16	24	256	1024	39966720	23.0523783	4.829528058	0.01065933616	0.05012561537	-7.222359731	0.667	0.250	base	40	-8	6.400	16.000	10.667	45270	630535	13.92831898	64.000	42.667
eng	mni	4000	bpe.nof	2_16_1024_512_2	21.51829092	21.35263089	21.68395095	49.69899487	49.56551451	49.83247524	45.88942602	45.7508459	46.02800615	0.710153339	0.7095630415	0.7107436366	70.98641634	2	16	1024	512	169946112	5.925783283	3.419508029	0.06914432471	0.06191081841	0.2882149343	0.125	2.000	large	18	-14	56.889	512.000	64.000	21688	715548	32.99280708	256.000	32.000
eng	akk	4000	bpe.nof	12_32_256_1024_2	17.82444155	17.67515093	17.97373217	9.229400524	9.163783979	9.295017068	9.528328255	9.463049713	9.593606798	0.802014133	0.8008321977	0.8031960682	80.31349815	12	32	256	1024	45235200	21.45208263	4.901206734	0.01171416965	0.0493925433	-6.182518175	0.375	0.250	base	44	-20	5.818	21.333	8.000	45270	630535	13.92831898	85.333	32.000
eng	mni	4000	bpe.nof	2_24_512_4096_2	21.13822893	20.97958427	21.29687359	48.14361051	48.00954389	48.27767712	44.45918422	44.32141346	44.59695498	0.7039330773	0.7033138101	0.7045523446	70.34969012	2	24	512	4096	165876736	6.072911993	3.445456921	0.06647592581	0.06144454728	0.2069491075	0.083	0.125	large	26	-22	19.692	256.000	21.333	21688	715548	32.99280708	2048.000	170.667
eng	akk	4000	bpe.nof	6_16_1024_512_2	29.16169546	28.94721963	29.3761713	38.7359888	38.55281963	38.91915797	33.22871035	33.06743601	33.38998469	0.9301999097	0.9296381434	0.9307616761	93.0068044	6	16	1024	512	190956544	7.873461665	4.929693288	0.04888051632	0.04910712527	-0.008859498968	0.375	2.000	large	22	-10	46.545	170.667	64.000	45270	630535	13.92831898	85.333	32.000
deu	dsb	4000	bpe.nof	4_2_2048_512_2	27.06802149	26.95839222	27.17765075	45.25304229	45.14325044	45.36283414	44.19250123	44.08588792	44.29911454	0.6315964415	0.6308944122	0.6322984708	63.11020873	4	2	2048	512	163322880	6.43081961	3.609102764	0.0638599288	0.06069243924	0.1294718334	2.000	4.000	large	6	2	341.333	512.000	1024.000	40195	1032701	25.69227516	128.000	256.000
eng	akk	4000	bpe.nof	24_6_1024_256_2	27.84692066	27.62594783	28.0678935	35.53660177	35.33775454	35.735449	30.6801857	30.50612855	30.85424286	0.9240615868	0.9234255537	0.9246976199	92.42583403	24	6	1024	256	175236608	8.363952465	4.931158278	0.04482992276	0.04909253611	-0.1816547638	4.000	4.000	large	30	18	34.133	42.667	170.667	45270	630535	13.92831898	10.667	42.667
eng_wiki	ita_wiki	4000	bpe.nof	6_12_1024_1024_2	14.61352052	14.5577669	14.66927414	46.40444868	46.34645986	46.4624375	43.17001454	43.11269858	43.22733051	0.6373925886	0.6364735915	0.6383115858	63.693208	6	12	1024	1024	172027904	6.369715747	3.707142502	0.05844423643	0.05657379176	0.08133017016	0.500	1.000	large	18	-6	56.889	170.667	85.333	50000	1723391	34.46782	170.667	85.333
eng	mni	4000	bpe.nof	2_8_1024_4096_2	21.69668804	21.53607279	21.85730329	48.53295564	48.39458302	48.67132825	44.87991123	44.73739842	45.02242403	0.7071860724	0.7065781957	0.707793949	70.66989644	2	8	1024	4096	167757824	6.044607348	3.456575471	0.0667979691	0.06124690244	0.2264930731	0.250	0.250	large	10	-6	102.400	512.000	128.000	21688	715548	32.99280708	2048.000	512.000
eng	akk	4000	bpe.nof	24_4_1024_512_2	27.34534495	27.13700324	27.55368666	33.82260764	33.63441682	34.01079846	29.33883073	29.17492685	29.50273461	0.9179149307	0.9172544781	0.9185753833	91.7696473	24	4	1024	512	172066816	8.739811163	5.087331463	0.04135786302	0.04758547141	-0.278843775	6.000	2.000	large	28	20	36.571	42.667	256.000	45270	630535	13.92831898	21.333	128.000
eng	akk	4000	bpe.nof	12_2_1024_4096_2	28.09021229	27.8907493	28.28967527	37.45878108	37.26218141	37.65538075	32.09824419	31.92923413	32.26725425	0.9252501596	0.9246766697	0.9258236494	92.53310733	12	2	1024	4096	192940032	8.167197591	5.150729053	0.04524035184	0.04699976709	-0.07113141666	6.000	0.250	large	14	10	73.143	85.333	512.000	45270	630535	13.92831898	341.333	2048.000
deu	dsb	4000	bpe.nof	6_6_1024_4096_2	32.08209617	31.95771532	32.20647702	50.71950043	50.59500611	50.84399474	49.6731775	49.55236419	49.79399082	0.6592008071	0.6584223711	0.6599792432	65.85191345	6	6	1024	4096	184549376	5.951943599	3.638627637	0.07099328134	0.06019996329	0.3936297325	1.000	0.250	large	12	0	85.333	170.667	170.667	40195	1032701	25.69227516	682.667	682.667
deu	dsb	4000	bpe.nof	6_16_1024_256_2	30.51482743	30.3979212	30.63173366	48.93698405	48.82202278	49.05194533	47.90321995	47.79245944	48.01398046	0.6519642334	0.6512227509	0.6527057158	65.14897286	6	16	1024	256	179416576	6.116761803	3.666277754	0.06798165505	0.05974595076	0.3112944885	0.375	4.000	large	22	-10	46.545	170.667	64.000	40195	1032701	25.69227516	42.667	16.000
eng_wiki	ita_wiki	4000	bpe.nof	4_16_1024_256_2	13.91506238	13.86476607	13.96535868	45.79912333	45.74260015	45.8556465	42.50149279	42.44645843	42.55652715	0.6152036849	0.6142842372	0.6161231325	61.52207655	4	16	1024	256	169960448	6.430536316	3.710997846	0.05762193192	0.05651501743	0.04876669661	0.250	4.000	large	20	-12	51.200	256.000	64.000	50000	1723391	34.46782	64.000	16.000
eng	mni	4000	bpe.nof	4_16_1024_256_2	21.85500731	21.69624637	22.01376824	48.66912004	48.53405565	48.80418443	45.03037467	44.89170522	45.16904412	0.7075132422	0.7069000662	0.7081264182	70.70526524	4	16	1024	256	169960448	6.051330403	3.492161926	0.06630277153	0.06062277326	0.231105314	0.250	4.000	large	20	-12	51.200	256.000	64.000	21688	715548	32.99280708	64.000	16.000
eng_wiki	ita_wiki	4000	bpe.nof	8_4_1024_4096_2	15.73521741	15.67998989	15.79044494	47.32331507	47.2647602	47.38186994	44.18376169	44.1262462	44.24127719	0.6675568292	0.6667768883	0.6683367701	66.71754089	8	4	1024	4096	176148480	6.290548426	3.722234584	0.05935984693	0.05634440904	0.1285705968	2.000	0.250	large	12	4	85.333	128.000	256.000	50000	1723391	34.46782	512.000	1024.000
eng	mni	4000	bpe.nof	6_12_1024_1024_2	21.22638707	21.0628616	21.38991254	49.09411569	48.95983994	49.22839144	45.22735674	45.08893759	45.36577589	0.7085280518	0.7079522367	0.709103867	70.83578806	6	12	1024	1024	172027904	6.020744917	3.504043236	0.06665497152	0.06041721702	0.2516019824	0.500	1.000	large	18	-6	56.889	170.667	85.333	21688	715548	32.99280708	170.667	85.333
eng_wiki	ita_wiki	4000	bpe.nof	2_8_1024_4096_2	13.74045545	13.68776568	13.79314522	44.95571867	44.89716652	45.01427083	41.76754777	41.71011804	41.8249775	0.6149781857	0.6140863056	0.6158700659	61.47512103	2	8	1024	4096	167757824	6.525591603	3.731623672	0.05624817779	0.05620264163	0.002043797563	0.250	0.250	large	10	-6	102.400	512.000	128.000	50000	1723391	34.46782	2048.000	512.000
deu	dsb	4000	bpe.nof	6_24_256_2048_2	10.0406071	10.00756914	10.07364505	13.03382193	12.98610695	13.08153691	14.47487081	14.429307	14.52043462	0.4563889487	0.4558364659	0.4569414315	45.66128349	6	24	256	2048	47828480	15.44664589	3.669566783	0.0180899299	0.05969240053	-5.904120693	0.250	0.125	base	30	-18	8.533	42.667	10.667	40195	1032701	25.69227516	341.333	85.333
eng_wiki	ita_wiki	4000	bpe.nof	8_8_1024_2048_2	15.01452446	14.95872776	15.07032116	46.58636878	46.52852569	46.64421187	43.43090157	43.37356737	43.48823576	0.6506465256	0.6497914874	0.6515015638	64.99706902	8	8	1024	2048	176193536	6.390548441	3.782083485	0.05751075928	0.05545279705	0.0891343232	1.000	0.500	large	16	0	64.000	128.000	128.000	50000	1723391	34.46782	256.000	256.000
eng	mni	4000	bpe.nof	24_32_256_512_2	2.698901348	2.677191613	2.720611084	11.38384366	11.3343957	11.43329161	9.892492486	9.848740195	9.936244777	0.3837291985	0.3832408671	0.3842175299	38.33676506	24	32	256	512	40003584	16.76257554	3.514066532	0.015411734	0.06024488686	-7.798760458	0.750	0.500	base	56	-8	4.571	10.667	8.000	21688	715548	32.99280708	21.333	16.000
eng	akk	4000	bpe.nof	24_8_256_2048_2	21.87384649	21.70269351	22.04499947	8.913061282	8.846855546	8.979267018	9.426436586	9.360056524	9.492816648	0.8234098987	0.8224029718	0.8244168255	82.43591315	24	8	256	2048	46239744	22.36030555	5.187863354	0.01068758057	0.04666334661	-6.11265527	3.000	0.125	base	32	16	8.000	10.667	32.000	45270	630535	13.92831898	85.333	256.000
eng_wiki	ita_wiki	4000	bpe.nof	2_16_1024_512_2	13.18553711	13.13506136	13.23601285	44.68442056	44.63042779	44.73841333	41.40401707	41.35031537	41.45771877	0.6067149814	0.605836222	0.6075937408	60.62683966	2	16	1024	512	169946112	6.590786437	3.803252003	0.05485577818	0.05514415237	-0.01302167002	0.125	2.000	large	18	-14	56.889	512.000	64.000	50000	1723391	34.46782	256.000	32.000
deu	dsb	4000	bpe.nof	24_8_256_2048_2	12.7292767	12.69439792	12.76415548	12.5612778	12.52256166	12.59999394	14.09430786	14.05512154	14.13349418	0.4620063383	0.4615892315	0.462423445	46.20194014	24	8	256	2048	46239744	15.8661226	3.681133778	0.01737929345	0.05950483286	-6.203253682	3.000	0.125	base	32	16	8.000	10.667	32.000	40195	1032701	25.69227516	85.333	256.000
deu	dsb	4000	bpe.nof	4_2_2048_1024_2	28.90975278	28.79493537	29.0245702	47.68285197	47.56617106	47.79953287	46.64704158	46.53374575	46.76033742	0.6388599602	0.638134992	0.6395849284	63.8195893	4	2	2048	1024	175908864	6.240567629	3.689143093	0.06582890316	0.05937564487	0.2503368091	2.000	2.000	large	6	2	341.333	512.000	1024.000	40195	1032701	25.69227516	256.000	512.000
eng_wiki	ita_wiki	4000	bpe.nof	4_2_2048_1024_2	13.91199165	13.86333928	13.96064402	45.4233207	45.36625135	45.48039005	42.21696214	42.16160028	42.27232399	0.6191766156	0.618321008	0.6200322231	61.88214065	4	2	2048	1024	175908864	6.550997546	3.872655307	0.05476352428	0.05415589339	0.02699152358	2.000	2.000	large	6	2	341.333	512.000	1024.000	50000	1723391	34.46782	256.000	512.000
deu	dsb	4000	bpe.nof	8_12_1024_1024_2	31.66071856	31.54242329	31.77901383	50.00689986	49.88757844	50.12622127	48.96603558	48.85044792	49.08162323	0.6641650376	0.6634439236	0.6648861515	66.3638862	8	12	1024	1024	184631296	6.037562838	3.692116418	0.06898178714	0.05932782864	0.3570946828	0.667	1.000	large	20	-4	51.200	128.000	85.333	40195	1032701	25.69227516	128.000	85.333
eng	mni	4000	bpe.nof	6_32_256_1024_2	2.69083449	2.672735925	2.708933055	11.41758952	11.37025703	11.464922	10.07429944	10.03315282	10.11544606	0.3743307538	0.3738450807	0.3748164269	37.40842533	6	32	256	1024	40496640	16.7745652	3.546864243	0.01531448585	0.05968780482	-7.695958382	0.188	0.250	base	38	-26	6.737	42.667	8.000	21688	715548	32.99280708	170.667	32.000
eng	akk	4000	bpe.nof	12_16_256_2048_2	17.53802286	17.39054324	17.68550248	8.262856129	8.19822327	8.327488988	8.778392097	8.712761049	8.844023144	0.7822471785	0.7811407572	0.7833535997	78.34402602	12	16	256	2048	43088896	23.61453614	5.214770211	0.009856802453	0.04642257589	-6.70179778	0.750	0.125	base	28	-4	9.143	21.333	16.000	45270	630535	13.92831898	170.667	128.000
eng	akk	4000	bpe.nof	32_32_256_512_2	19.11428014	18.9422424	19.28631789	8.392968351	8.328241033	8.457695669	8.760741888	8.696266721	8.825217056	0.8186773502	0.8175480028	0.8198066975	82.01377361	32	32	256	512	44220416	23.4299446	5.268745711	0.009909446212	0.04594700127	-6.502591616	1.000	0.500	base	64	0	4.000	8.000	8.000	45270	630535	13.92831898	16.000	16.000
deu	dsb	4000	bpe.nof	4_16_1024_512_2	30.57333918	30.4486322	30.69804616	48.86831073	48.75285224	48.98376922	47.89920961	47.78622533	48.0121939	0.6534155064	0.6526899213	0.6541410915	65.32920489	4	16	1024	512	180451328	6.135934262	3.69260417	0.06740226136	0.05931999209	0.3059242302	0.250	2.000	large	20	-12	51.200	256.000	64.000	40195	1032701	25.69227516	128.000	32.000
eng	akk	4000	bpe.nof	6_2_2048_256_2	28.64350635	28.42764284	28.85936985	36.49920963	36.32023254	36.67818672	31.47257129	31.31528582	31.62985675	0.9302170033	0.9296515452	0.9307824615	93.03679416	6	2	2048	256	192718848	8.379030998	5.280082773	0.04300151604	0.04584834675	-0.1181204056	3.000	8.000	large	8	4	256.000	341.333	1024.000	45270	630535	13.92831898	42.667	128.000
deu	dsb	4000	bpe.nof	2_12_1024_2048_2	29.99033578	29.87345744	30.10721412	47.55644798	47.44359302	47.66930294	46.71993874	46.60998576	46.82989172	0.6421197994	0.6413865033	0.6428530956	64.15766827	2	12	1024	2048	176195584	6.260212803	3.7049778	0.06537379488	0.05912187927	0.2431708903	0.167	0.500	large	14	-10	73.143	512.000	85.333	40195	1032701	25.69227516	1024.000	170.667
